sketch,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f15
3_rectangular,-0.8944271909999159,-0.4472135954999579,646.5052203965564,0.5905766004369173,15.811388300841896,0.5692099788303083,-0.8221921916437787,1741.4325097364645,-8.639379797371932,72.52731219609116,63.7025765659557,283968248.6329232,2.108151912689209,110.13786244461151
3_square,-1.0,0.0,493.6243511011182,0.7295023598015589,286.14157335137446,-0.031452961883830254,0.9995052331972726,1623.9772673836167,3.9269908169872414,69.79434912780799,62.476566827019354,537283489.4658692,1.9097809791564941,5.675432787913746
3_c_pla,-1.0,0.0,226.63186007267382,0.8415889495986854,117.64352935882194,0.5780173407803391,0.8160244811016552,362.59990849478703,3.816333595813346,17.50802041465113,6.918952523201018,0.0,0.0,3.0821916893433983
3_b_pla,-0.4472135954999579,0.8944271909999159,209.2510453976276,1.0451298544505851,159.0125781188394,-0.012577621365935486,0.9999208985918712,719.9360296769609,-8.639379797371932,37.30800214981557,27.930310867371613,26738.0,1.0,4.527541394485853
3_square_pla,0.0,1.0,309.01294471267704,0.7785332826805955,8.602325267042627,0.5812381937190965,0.813733471206735,806.2909678835543,4.71238898038469,71.08775198252992,47.73591036317344,4.0,2.0,93.72942115693182
3_a_pla,-0.4472135954999579,-0.8944271909999159,212.20037700249262,0.9291802299065631,150.6950563223625,0.6834995288741615,-0.7299509531665803,542.4395751727689,-8.175732188371125,45.73108648182215,40.51803900958299,1.0,1.0,3.5995844084785227
3_star_pla,1.0,0.0,299.7365509910328,0.6908937842447164,34.0,1.0,0.0,1104.1123069076432,-10.210176124166827,155.75551439334515,125.36726191089414,8.0,3.0,32.47389137963656
3_tra_pla,0.7071067811865475,-0.7071067811865475,276.21006498677775,0.7290476276848062,7.0710678118654755,0.9899494936611665,0.1414213562373095,657.2564419103469,-5.497787143782139,147.81772309128777,161.49185710924033,1.0,2.0,92.95009741066968
3_horizontal_pla,1.0,0.0,305.05901068481813,0.019669594079274183,305.04098085339285,0.9998656545973652,0.01639124023930107,304.52518175530673,-1.1102230246251565e-16,6.028717176606319,2.1840246721105783,0.0,0.0,0.9983090826136111
3_rectangular_pla,0.0,1.0,397.33738812248714,0.43100155396273776,3.1622776601683795,0.31622776601683794,0.9486832980505138,1009.6122842003145,4.71238898038469,77.51516154126448,59.16556129862454,16.0,2.0,319.26743717582235
3_circle_pla,-1.0,0.0,330.85495311389855,0.723379300053943,42.5440947723653,0.8696859152361965,0.4936055194583818,705.8014659226966,3.141592653589793,52.33319958720837,25.107102757682338,2.0,1.0,16.589880915298096
